sgRNA	Gene	D1_MOI2_High	D1_MOI2_Low_Mid	D1_MOI2_Low	D1_MOI2_Mid_High	D2_MOI2_High	D2_MOI2_Low_Mid	D2_MOI2_Low	D2_MOI2_Mid_High	D1_MOI5_High	D1_MOI5_Low_Mid	D1_MOI5_Low	D1_MOI5_Mid_High	D2_MOI5_High	D2_MOI5_Low_Mid	D2_MOI5_Low	D2_MOI5_Mid_High
s_4431	ZNF684	3345	7158	6156	1679	9365	22393	24412	11496	11033	21993	17794	9079	1176	4116	3840	3059
s_4342	ZNF501	1220	2831	2166	574	7322	7045	7984	5351	2599	7981	10425	3414	655	2099	1947	972
s_5848	Non-Targeting Control	1375	4988	5646	927	4068	8180	9104	3219	4555	9557	11178	5243	765	1371	2178	1236
s_446	ESRRB	2071	4923	6453	1168	8621	13605	12339	7372	3475	6335	8694	3071	544	2007	2533	1712
s_5681	Non-Targeting Control	1134	2388	2529	636	2255	5831	8080	2593	2617	2539	9492	1405	934	1535	1170	1144
s_1798	SKIV2L	935	3044	2764	584	3486	3421	4579	3666	1788	3059	4187	3006	389	758	1301	1063
s_2080	TFDP1	1160	2087	973	428	2845	795	1049	1888	3219	2345	826	983	567	163	380	736
s_2624	NR1I2	1480	3348	4068	753	3252	10752	6214	4545	4239	10050	5773	4600	685	1346	3598	1465
s_812	HOXA5	1054	2166	1868	458	4375	4879	6702	3687	5002	4895	3678	1865	522	1162	1587	1645
s_2967	BTNL3	1623	5142	7122	1055	7689	12028	11770	7224	5068	14098	11170	5516	883	1869	2415	1534
s_5211	YY2	952	4033	3574	586	3107	7147	7752	3608	2833	8682	33732	4840	544	1578	1111	1689
s_4409	ZNF441	2516	4811	5491	918	5024	8563	7517	3182	2495	13559	22360	3189	1199	2050	2502	1631
s_3038	IKZF2	1800	4586	4581	1003	5427	10025	9343	6267	9136	25160	24866	7533	1699	3493	4180	2686
s_4600	ZNF570	2456	5192	5731	1091	9822	9599	7889	5164	5653	10268	7167	6943	1390	2409	3020	3339
s_4548	ZNF417	1676	3997	2942	749	2989	7015	9356	2879	2872	8846	9447	4146	612	905	1637	836
s_3470	THAP1	2361	5082	4672	1227	11798	15416	8903	7693	4930	10575	7886	5735	669	968	2163	1367
s_3930	E2F8	1696	5390	5326	1104	6493	11830	7766	5941	6787	12750	21790	6642	1255	2943	2385	2885
s_5720	Non-Targeting Control	3794	11049	11110	2251	14831	20245	26754	13392	8212	25617	40317	10821	1601	3621	4057	3637
s_3343	ZNF691	1693	3898	4208	673	4294	4466	4926	3319	4072	7868	6752	5452	540	1448	2867	1663
s_4349	OSR2	1712	3106	2255	680	3664	5832	8377	3997	3451	8289	14167	3165	737	1946	3324	1297
s_3792	PRDM15	2286	5827	6704	1109	4453	13563	8204	5524	6231	17713	15441	8099	1059	2777	3638	2305
s_4833	ZNF25	1799	5753	4587	1080	4445	7953	7954	3565	5123	9777	16058	5553	951	2056	2224	1776
s_5650	Non-Targeting Control	3482	8838	6529	2493	7049	10848	7863	6950	5102	14237	23166	7045	1082	3020	3191	3062
s_3524	ZNF701	1919	5825	5343	1233	7415	10211	10097	6097	9426	13576	19419	7088	923	2283	3184	2464
s_155	CD44	1762	3816	3655	775	5199	5310	5696	2743	6466	6851	21305	4175	772	2902	2065	2126
s_5599	Non-Targeting Control	1954	6149	7611	1171	5886	11315	13835	5191	9494	23837	19749	6012	1609	3236	3911	2876
s_5850	Non-Targeting Control	1491	5376	4892	818	5732	8825	8847	6294	2993	6656	7082	3331	667	1494	1945	1577
s_1375	NFIL3	2004	3802	2991	812	9358	4590	5039	3744	4488	6983	21202	7025	561	2071	1378	1848
s_104	FOXL2	1424	3695	3041	668	2787	5036	4669	3085	3523	14594	6442	5416	1062	1098	2235	1201
s_3832	GZF1	2141	4971	3837	993	2649	8352	5844	3162	5581	8718	14341	6410	892	2049	1060	1731
s_2461	ZNF213	2462	5431	5320	1149	5321	10369	9231	5711	6158	11828	10531	6119	1060	2352	2861	2417
s_186	CEBPE	1500	4848	3480	806	6086	9593	7791	5117	2294	7173	11037	3655	899	1958	3072	2064
s_1381	NFKB1	1278	2973	2764	589	3998	6473	10719	4692	4350	7634	11063	5003	394	1127	1931	1091
s_4680	ZNF296	621	2347	2217	303	1441	7443	4671	3814	3791	5384	5946	1809	512	885	1211	1198
s_5918	Non-Targeting Control	2486	7643	6060	1291	7186	10792	19463	6989	3777	11632	14289	5366	738	2482	2829	1843
s_2358	ZNF124	1048	3985	4134	757	2493	6868	5543	3705	1782	4212	9018	2362	604	1422	2023	1040
s_919	HOXD4	1959	7982	5474	1259	6849	11838	13055	9511	7872	22050	16274	7549	893	2429	3473	2306
s_3772	DMRTA2	2009	6211	4292	884	2552	9963	10332	4675	6576	15566	24352	5886	1011	2218	2458	2018
s_4971	ZNF660	1534	3802	5084	714	3885	3894	3370	3038	1849	7487	16393	3072	832	2175	909	1175
s_2761	ARNT2	2107	5508	4718	1101	4057	13241	8537	4277	3001	2825	4029	1741	873	892	2202	1558
s_5432	Non-Targeting Control	2636	6934	5691	1286	4440	12910	12115	5388	5369	14311	22993	6106	735	3463	2313	2862
s_3459	SOHLH2	1355	5414	4222	745	7389	9939	10428	5350	4457	10929	13239	5328	971	1932	2618	1921
s_370	ELF1	2195	6586	4950	1358	7126	9333	9773	6917	5565	12232	8326	4519	1307	1960	1946	2651
s_5400	Non-Targeting Control	1577	4024	4424	646	3468	3416	2229	2863	3269	12674	14063	4221	483	1338	844	1129
s_760	FOXA1	853	2951	4534	612	598	2969	3069	2758	3940	6258	4936	3243	309	1122	782	644
s_856	HOXB5	1303	3287	3942	660	2388	8448	8166	3375	3645	5888	9431	3808	1094	1749	1782	1916
s_3868	BCL11B	2117	3250	3238	948	4348	6354	6349	2495	9263	4452	4654	4107	1044	1725	1480	2095
s_3064	FOXJ3	1240	4155	4169	714	3548	6648	3681	3345	6388	4030	2164	4518	662	1344	2440	934
s_4602	ZNF570	2853	8779	9914	1681	9764	25756	26241	9145	9642	25139	31968	12662	1456	3073	5197	3347
s_5457	Non-Targeting Control	1302	4582	3076	686	1729	8792	3020	3531	7479	10389	9975	5556	837	2497	3879	2605
s_530	FOXE3	1245	3920	3372	830	2061	5175	5600	2794	3991	8939	13332	3748	376	1017	1667	1292
s_1540	PLAG1	1380	4078	3277	910	4505	8674	10003	3158	5856	9805	14750	6641	1259	2286	3215	1793
s_1987	HNF1B	1939	4968	5873	755	5817	9313	12447	3896	6798	16468	10473	5122	1122	2073	2089	1759
s_9	NR0B1	1670	3721	2623	641	8272	6912	6549	5578	7021	6807	24233	3743	901	1511	3409	1706
s_2196	ZFX	2397	6791	5960	1398	10543	20065	19548	7402	6743	14212	14781	6213	1333	3600	3885	3462
s_859	HOXB6	2048	3726	3249	729	5312	11003	10538	6264	3981	6728	7618	4181	766	2083	2399	1625
s_5379	ZBED6	1908	6116	5476	1180	3729	6326	6129	2339	4564	7604	8533	2644	623	2722	1490	1521
s_1774	SHOX	2018	4022	3216	1055	5948	8465	10305	5163	5088	9991	10820	7185	692	1540	1646	1513
s_3666	ZFP14	2208	5569	5464	1211	6607	7498	10712	5723	4683	14112	9884	5225	1292	2811	2710	2431
s_4629	BTNL9	1112	3017	3385	546	2418	6027	4002	3491	1743	7852	3014	2881	462	1740	1581	1322
s_5138	ZNF324B	2498	8813	8276	1282	7250	14445	11727	6737	5690	14905	8715	7446	1133	3270	2753	2661
s_4692	ZNF564	1597	3463	4778	860	6242	8806	5764	2463	5253	17793	18417	7871	638	1847	1993	1630
s_4732	ZNF679	1811	5203	5835	1118	5906	23548	20004	5586	5120	11879	14835	5635	797	2856	2273	1964
s_4592	ZNF681	2290	7859	5508	1152	4056	7942	8917	4303	6058	11711	23325	6457	1534	2515	3779	2720
s_1633	PSMB9	1578	4599	4876	1031	7676	8780	12047	6200	5828	11838	23777	6480	1517	1984	2012	2015
s_3402	CXXC5	632	1962	1343	371	1801	4205	3726	3321	3359	4417	4580	2625	336	743	1689	858
s_3076	ATF6	2367	7582	6852	1462	6621	11222	13612	6381	4932	13652	7135	4426	979	2757	2756	2014
s_4158	ZBTB45	1284	4519	2234	671	2772	3822	4547	1767	4403	10593	12384	4267	853	838	563	868
s_3718	ZNF250	2333	5548	4241	1306	4984	10046	9800	5384	6474	14672	9738	5801	978	2279	3364	2015
s_5047	ZSCAN22	2101	3699	4661	694	3288	6493	5599	2853	3364	5317	8967	5767	625	1960	2047	1757
s_4591	ZNF681	1786	5692	4096	1048	9392	12292	11734	7013	8529	14708	22581	6232	962	2882	3928	2263
s_3940	ZNF385D	1262	3792	3850	760	5177	6257	6638	3879	4039	11559	12205	5418	641	1320	1681	1724
s_5924	Non-Targeting Control	1801	6790	6610	1101	2341	5839	6845	4795	6243	13313	16025	5471	877	1764	3794	2049
s_4138	GLIS2	1543	4418	3876	758	5981	5867	5617	3673	5395	9725	12360	4613	572	1159	1829	1070
s_2709	ONECUT2	3376	8660	7367	1398	7596	10410	12734	4629	5105	12295	11695	4759	1148	3287	2238	2633
s_5791	Non-Targeting Control	2009	3889	4576	944	6380	9409	11545	5144	5365	17382	23244	7614	1531	2601	2361	2049
s_2004	ZEB1	1889	5555	6592	800	3681	8056	7879	2704	3181	5475	12631	4525	523	1567	1113	1691
s_4213	ZNF30	3353	9669	7617	1722	8260	14308	15791	7562	11223	31445	17518	11526	2089	4935	5889	4444
s_3612	ZNF695	2096	6953	5631	1200	5402	13213	15188	4734	5473	9144	9818	4532	1136	2118	4702	1642
s_5380	ZBED6	1685	5678	6860	1059	10062	9645	11057	5984	6078	14792	13110	5837	759	1644	2043	2044
s_1437	NRL	1217	4085	3935	751	4900	6938	9224	2962	6256	11947	22268	5654	953	1813	1570	1881
s_3235	ZBTB32	2010	5735	5254	1044	5900	8402	11129	6433	4259	7815	6290	4080	809	1282	2969	1535
s_4536	ZNF480	1563	5424	6057	1043	6484	14411	14308	5755	7835	14303	23611	8010	1055	1451	4646	1729
s_3759	ZNF667	1906	6263	7669	928	5214	6240	5379	3715	4441	12641	6717	6394	609	1433	2002	1484
s_3708	ZNF71	1598	3568	3025	912	3276	8634	7681	3133	6055	5639	4431	4239	714	1762	2396	1787
s_975	IFNGR1	2993	6720	6895	1430	9443	12312	12848	8000	8785	19741	20261	11584	1604	2993	2115	3560
s_101	FOXL2	1702	4626	3173	960	5790	9567	7180	4249	7094	11188	15169	5629	654	1847	1838	1561
s_553	FOXS1	2229	6384	7379	1233	7565	14829	19046	6976	6489	16412	30504	6454	1116	2333	3011	2123
s_16	AHR	1287	3649	5571	776	3543	8951	12580	6170	7323	15276	30985	5702	824	2386	1962	1680
s_5688	Non-Targeting Control	3638	8070	8687	1773	9319	20142	19605	10938	13139	29563	30519	14157	1571	4702	7064	4595
s_1635	PSMB9	1641	5426	5638	1093	3446	10293	8938	4390	4419	18145	17084	8393	830	2371	5883	2006
s_590	GABPA	2102	5130	5006	1107	8366	17416	22780	4380	5729	9874	15196	5595	1025	2024	1804	1963
s_5972	Non-Targeting Control	2243	8600	10466	1427	11974	16132	17462	7298	7353	15253	16122	9420	1092	2734	2780	2218
s_2754	ZEB2	1979	6505	7551	1160	8853	8556	10885	5320	7600	12798	10837	7306	1015	2509	2263	2058
s_4291	ZNF764	2027	6882	7364	970	3042	8335	7859	4020	1970	10171	6207	5516	814	2094	2607	1164
s_3278	TFCP2L1	3109	9308	8665	1480	6904	12077	12287	7470	4393	13383	19215	6813	1668	5783	8973	4781
s_876	HOXC4	2109	6981	5064	1134	7547	9913	12158	5874	2524	8744	13117	4036	717	1554	3087	1448
s_5412	Non-Targeting Control	3726	8987	8937	2239	17005	22724	17291	12998	6843	18415	13732	10125	1485	4925	4602	4360
s_3236	ZBTB32	3665	10328	8900	1846	13073	16930	14791	9278	7777	23523	26518	10294	1818	3798	3981	4084
s_1219	MEF2D	2988	6261	6311	1432	10097	11676	7007	6286	8039	11538	16278	5073	1259	1669	3193	1810
s_3777	NEUROG2	1331	3297	3270	734	3655	3501	5035	2007	3475	4785	8332	3643	705	1145	1305	1996
s_3162	POU2F3	2159	4716	2706	1053	5623	10487	13249	6776	4305	13716	7421	6935	660	2541	3080	1863
s_5870	Non-Targeting Control	2030	6316	5922	1181	6869	13313	14532	6985	6999	19146	18992	11554	973	3458	3550	3085
s_2861	HOXB13	1163	2191	3143	735	4552	5409	3503	3476	3624	6834	9031	3690	434	985	1567	1132
s_76	ATOH1	2121	6125	5463	1144	6669	7710	10991	7079	5687	9253	6735	2809	791	1730	1685	1238
s_1767	CCL7	2280	5857	5529	1289	4543	15176	10327	6269	4940	8332	17382	5274	1389	1991	3140	2055
s_699	ZBTB48	1881	6064	5963	1072	8165	11162	10025	7991	5988	7104	14897	5548	1253	2203	4153	1924
s_4275	MSANTD3	1397	5431	5001	920	6189	9461	10429	4404	2695	16824	19271	7144	745	2525	2104	2387
s_5461	Non-Targeting Control	1951	6762	6179	1067	5686	10240	11071	5348	6149	14180	16932	6014	666	2285	2973	1607
s_4912	FOXR1	1227	2556	3447	542	3496	7611	6193	4228	2850	11507	21035	3344	612	1436	2008	1509
s_5885	Non-Targeting Control	2759	8954	9993	1850	8983	15592	13396	6716	12857	23320	33706	10548	1658	4657	6174	4287
s_5532	Non-Targeting Control	2306	5096	5212	1293	5438	15575	19174	7312	6216	13097	20393	6127	1283	2990	4192	2714
s_5573	Non-Targeting Control	3136	9320	11351	1765	13116	23639	20957	12634	7975	25236	19749	8839	1490	3558	3282	3435
s_4778	ZNF675	3243	10811	8739	1907	11226	17762	16556	9981	9571	22403	18435	10189	2006	4002	1597	3693
s_2904	LBX1	2594	4557	3492	1279	4562	9408	8955	3825	5647	18682	17346	7056	772	4525	2697	3103
s_1869	SP4	2394	4693	5958	1179	9709	14476	12188	7268	7764	20459	24958	8052	1244	3112	2794	2358
s_2532	NR4A3	2318	6028	7326	1298	10557	7328	8051	5389	4515	15233	8531	7012	828	1967	2514	2323
s_5842	Non-Targeting Control	2527	6118	6648	1286	6328	10368	7802	6915	6538	14608	31595	8036	1102	2524	2506	2510
s_2646	TBX19	1820	4588	3942	878	6335	7700	7326	5684	6541	11743	4190	7242	919	1943	1514	2008
s_484	ETV6	2464	7718	6711	1611	6415	14743	18253	10521	10923	28205	32534	11393	1079	3713	3740	2852
s_1655	RARA	1540	5738	5000	847	3418	8240	9209	5302	3724	10333	11712	4690	995	1768	2608	1372
s_1841	SOX10	1846	5417	6143	851	3679	9922	6996	4337	4990	12760	16924	7166	1023	2085	3379	2099
s_3171	ZNF521	2659	7151	9287	1348	6964	13518	12949	7600	7433	15755	28282	5055	923	2403	2158	2043
s_4820	NAIF1	3530	9508	6457	1616	5738	14955	14111	6684	6148	15647	19698	7098	1141	3134	3982	3022
s_4432	ZNF684	2168	5432	7455	951	7575	10453	9650	5021	6237	7745	26245	4528	1264	2520	4111	1997
s_3015	KLF12	2509	6783	6811	1147	6993	15170	15334	7660	5353	14480	14672	7927	1170	2325	2080	2106
s_1143	LMX1A	1666	3185	3749	857	3812	11090	12330	4217	3128	8782	12157	3639	553	1955	2438	2187
s_274	CUX1	1660	6651	5756	1174	8603	8344	8151	5391	6121	8889	6092	2637	657	1965	2770	1519
s_4348	OSR2	824	3633	2542	534	3458	7152	6848	2846	2496	6360	10204	1750	498	1614	2070	1133
s_4509	ZNF664	1260	3596	2891	813	3488	7989	6546	3902	5544	8823	9535	4140	680	1946	1770	2212
s_3716	OVOL2	1554	4309	4679	893	3416	7172	10309	3922	3803	13070	14756	4036	771	2010	2366	1967
s_116	BTN1A1	1619	5508	5790	912	5216	8290	4992	4571	5548	9109	11306	3006	551	1617	5655	2053
s_3220	HBP1	1363	3938	5281	713	4197	8326	7606	3329	3880	6921	5793	4094	1212	1495	3246	1507
s_705	HLA-C	752	1769	1448	454	2023	2804	1808	1208	4223	5234	8880	2514	350	1549	1431	1000
s_4454	ZNF513	2538	6373	5436	1397	7472	12850	15759	6296	4811	16183	21396	6418	1323	1861	3187	2286
s_5974	Non-Targeting Control	2527	8198	7723	1345	9152	14443	10028	11513	7406	17816	13478	6296	1187	2618	4273	3635
s_2120	NR2E1	2174	9382	7151	1388	8007	12160	16436	5910	7263	12998	7343	8093	1197	3588	3275	2910
s_2195	ZFX	1950	5448	4394	966	6244	9665	11732	6938	4877	6114	12179	5383	903	3061	4837	2508
s_1672	RELA	1540	3563	3993	772	4758	8818	10102	5076	3559	7699	6633	4349	649	2110	2675	1988
s_3223	ZNF285	1891	7531	6030	1257	5138	15628	12903	6286	7230	16664	27252	7200	1286	2275	1617	2129
s_1566	POU2F2	1193	2656	2439	759	3440	8101	11312	3559	3000	5738	16495	2656	671	2506	2867	1842
s_3663	ZBTB4	1864	4939	4549	1096	8333	10329	7137	6068	6674	11982	9569	6495	795	1558	2008	2068
s_4684	ZNF846	1999	5623	5199	1044	5743	11093	7974	5678	9136	22248	22515	9016	1231	2755	3321	2324
s_3145	MAFF	2103	4809	3727	1209	5113	11262	10533	7293	4791	15578	14456	4771	964	2219	3237	2136
s_4108	ZNF333	950	1970	2076	384	3154	3186	3222	1070	2516	3447	12122	2108	623	1279	1009	1218
s_2695	HAND1	2464	6417	4513	1369	6470	12586	13412	5774	10719	19659	19163	10648	936	3141	3530	2801
s_1866	SP3	1847	7200	6656	1206	8999	11443	15054	7654	10675	11880	14797	7396	964	2502	3813	2399
s_4172	ZNF382	1759	4572	4593	924	4129	11267	11465	4318	4436	8949	4714	3879	731	1916	2381	1418
s_358	EGR2	1177	4385	3493	842	4006	8517	6378	5176	1938	7072	5819	3667	664	1269	1777	876
s_5610	Non-Targeting Control	1475	5855	4292	991	3536	9671	7799	4609	5176	12594	6398	6103	529	2409	1396	1961
s_2892	MXD4	1438	5632	5076	999	5653	8006	9815	5014	4382	11190	5014	7984	755	1471	2418	1422
s_2324	ZNF75D	2567	7877	8024	1274	5780	11933	10541	5794	5327	18747	19241	8093	1099	2848	3303	2998
s_5243	FOXB2	2110	4983	4374	1243	6265	12386	8815	5812	6816	12390	9965	6802	914	1753	1947	2172
s_650	NR3C1	1927	4312	5350	965	7127	7512	8123	3653	3772	4138	4414	2269	446	1297	979	903
s_1709	RORC	1432	3829	3451	735	3145	6651	5582	2957	4151	6443	12392	4121	717	1598	2138	1074
s_2223	ZNF711	2896	6570	8914	1532	6201	9885	10569	4517	8733	17017	17010	6780	1361	3615	3840	2825
s_1828	SOX3	1724	4374	3153	1085	6590	9265	14898	5888	6095	11909	15844	5877	664	2001	3171	1684
s_5977	Non-Targeting Control	1950	6788	7701	1159	5482	8920	9648	4744	5716	15013	22188	5150	1470	2787	2845	2411
s_431	ERG	1961	5073	5123	1016	9371	8486	6628	5946	4108	13485	11156	4053	713	2073	1639	1842
s_5145	SP5	1912	6114	5246	1056	4296	12047	11860	6513	9554	16397	11613	4418	930	3744	2007	4519
s_1116	ISL1	1788	3903	2908	798	3105	6932	8475	3996	4203	14391	7385	3987	394	1516	3140	1568
s_4583	ZNF98	1851	3191	3178	755	4739	11549	8311	3836	7039	11463	5561	6744	1344	1182	1624	2043
s_3840	EBF2	1603	5611	5228	1039	5129	18776	15390	6982	5125	21186	25792	6284	1105	1233	1706	1635
s_988	IL1R1	1797	5090	5706	1034	4468	14027	16586	6219	9149	14079	19485	8116	1041	2761	3402	2058
s_2210	ZIC3	1218	3495	3190	756	6856	11367	10278	3809	3567	6207	4394	3473	359	824	1292	633
s_2943	ZBTB6	1919	4969	4461	1090	4864	11079	11676	6118	5086	15365	19085	5578	1185	1815	2550	2218
s_352	EBF1	1434	5577	3082	894	4904	8139	7463	2480	5260	10371	19705	6677	1336	2327	3199	1556
s_960	HSF4	1644	6203	6585	1073	3903	6984	6842	5418	6717	15203	23681	8459	770	1713	2437	1481
s_3918	ZNF322	1242	3914	3011	609	3850	6417	4969	3545	2040	6911	4076	1452	434	831	1770	1131
s_4132	ZNF594	746	2772	2993	457	2439	5254	3344	1727	3127	4010	9676	2997	721	2206	1654	1737
s_5812	Non-Targeting Control	870	2150	1824	485	1128	3993	2679	2590	3221	6173	14771	2327	491	1009	1851	1541
s_2273	ZNF26	1745	4583	5022	1018	4381	9191	7707	6449	8372	22408	24034	8939	1278	3077	4295	3304
s_528	FOXL1	1521	3738	5418	996	6845	8309	5277	3282	4131	5872	12941	4236	1145	1529	2026	1602
s_555	FOXS1	1054	5375	2993	626	3357	7646	7538	3469	4726	8892	8643	4635	512	1438	1657	1258
s_4424	ZNF792	2909	8250	8015	1655	9109	14481	13121	8976	9744	19525	18601	9195	1573	4035	3931	4192
s_2784	NR1D2	1353	4603	3861	766	2481	7421	9351	3542	3828	7085	6889	3823	505	2562	2113	1602
s_3370	KLF3	2992	9148	7313	1549	6304	16556	16362	7672	7715	19370	24166	5932	1472	3281	3960	3083
s_1873	SPI1	1098	2462	2551	531	2236	4956	6289	2889	3423	10379	1978	2654	824	1903	1150	1394
s_3164	POU2F3	2138	5367	4496	1091	5267	14131	9960	6132	5456	16397	4564	6232	973	2078	4155	2189
s_5717	Non-Targeting Control	2344	6684	6122	1263	8820	13024	13659	6662	7269	14223	9153	6071	1016	2358	3558	2428
s_3534	TRERF1	897	2331	2745	497	2398	5422	6436	1989	2204	3610	5767	3056	840	973	1014	1453
s_1771	CCL8	3222	9038	9686	1877	7720	13812	16012	8476	10741	15631	27767	8832	1447	3473	4524	2877
s_190	CEBPG	639	1883	2493	322	2049	1872	1511	1222	2711	7807	2388	3587	432	949	823	966
s_2577	FOXN1	2161	5598	6584	1139	5713	12696	15154	5905	2928	15116	11792	6405	1663	2669	3192	3165
s_1830	SOX4	1232	3678	4209	556	4898	7317	6225	4049	4219	8370	15658	4010	754	1417	1409	1343
s_1699	RFX5	1736	3754	4782	818	5627	5908	4444	4426	4096	7687	8867	3669	554	1677	2464	1571
s_191	CEBPG	1892	3879	3480	737	4052	8819	16716	4722	5697	12366	6816	5018	669	1922	2860	1910
s_520	FOXD4	1586	4368	4467	760	3857	6435	7154	3393	6084	15412	25042	4977	644	1426	1612	1611
s_1837	SOX9	893	2248	1904	559	1545	5802	6271	2741	3318	8843	11684	3979	478	1326	1658	952
s_4922	PROX2	1983	5914	5969	1043	3676	14872	8528	6680	8000	12774	11167	8390	1178	2634	1683	2882
s_2751	ST18	1777	7505	7811	1081	9388	12014	12104	5010	5195	14593	20952	8808	867	2050	3085	1939
s_912	HOXD1	749	2438	2500	423	2372	3546	6008	1422	1509	4079	2054	2310	599	463	412	720
s_955	HSF2	1915	4766	5843	1095	4607	14227	15945	4916	8235	12382	14736	6426	1240	2836	3946	2689
s_4265	CREB3L1	2017	4349	4109	916	4443	11428	11668	4451	5982	12326	15948	7048	1066	3300	6287	3392
s_4441	BHLHE23	1030	2979	2077	617	2644	5841	3095	1836	2613	5532	3848	2279	433	1086	1504	1738
s_3511	ZNF416	1980	5988	6667	1117	6556	11956	13457	5637	5411	13807	8875	5817	885	1759	2270	1831
s_287	DLX1	1548	3790	3378	849	4928	7732	6703	6867	2612	5956	10091	4235	594	1425	1485	1382
s_161	CDX1	1782	6028	6841	903	6611	5024	5322	3400	5592	17761	22201	7824	1162	1926	2467	2267
s_1090	IRF2	2325	6209	3913	944	5988	6066	4990	5940	5593	4641	8490	4041	756	911	945	1084
s_2315	ZNF69	2034	3565	3032	799	5298	5699	7211	3456	2537	10302	3593	2586	569	1899	1020	1133
s_3435	HES2	1232	2871	1350	594	840	4249	4778	2479	1425	3048	7372	1427	373	605	1083	762
s_2827	IRX5	1765	5547	5886	960	7736	11195	9225	6247	6197	11823	13898	5679	1052	1875	2036	1506
s_4305	ZNF561	1708	5005	5122	943	8948	5439	9145	3840	4473	8666	11461	2362	688	1626	1473	1949
s_1685	RFX2	2288	6875	8432	1223	6871	11349	12467	6589	10597	18934	35820	9646	2086	1990	2999	2552
s_3901	ZNF557	1572	4109	3721	695	4374	7325	4780	3927	4300	11013	8466	3011	441	1347	2214	1134
s_4000	ZNF430	1281	4742	2934	814	4843	8606	7170	5186	5199	7753	10833	3061	740	1800	3030	1182
s_3311	ZNF354C	1606	4850	4835	1039	6517	8312	5815	4662	3794	10187	11044	3603	378	2023	2067	1307
s_3184	ZBTB20	1326	3749	3023	870	1935	3127	3246	2843	2204	9973	3674	3511	274	1155	563	733
s_1580	POU3F4	1467	4765	4151	911	7415	11218	9539	5779	3846	9627	21698	3819	1062	2965	2610	2092
s_4679	ZNF296	1207	2840	2653	519	3680	8607	6020	3333	7543	12570	8636	6932	938	1844	2300	1972
s_3337	ZBTB7B	2811	7725	7622	1724	12933	12429	13326	11052	7673	14696	19739	7460	2733	3757	4402	4047
s_987	IL1R1	1683	5633	5415	1056	5683	13209	8334	4701	4809	9158	12199	4334	718	1890	2166	1727
s_5693	Non-Targeting Control	2751	8005	8879	1874	13944	17434	19492	12191	12058	30793	21603	10548	1619	4444	4442	3512
s_197	FOXN3	3399	5465	5618	1051	4048	8316	9398	5321	4226	7417	14027	3751	531	1620	2186	1715
s_5622	Non-Targeting Control	3426	11075	14060	2157	15767	23416	20336	12945	9957	33115	25151	12557	1779	6280	7035	4120
s_2757	SETDB1	1900	5601	6082	1100	6677	11127	10499	4517	4561	6999	7426	3189	542	964	945	1658
s_1993	TCF7	2731	8028	7125	1526	9186	11316	12786	8339	10967	26011	31194	7639	1820	3068	3475	2610
s_4832	ZNF25	1647	4971	5739	888	4715	8201	8626	4086	4132	10407	8012	5748	954	5066	5294	3648
s_4792	ZNF626	384	554	426	146	786	1952	1246	1147	1463	887	55	973	378	277	413	397
s_429	ERG	2153	6014	5051	1066	7242	12750	9611	6180	6708	20749	25672	8278	1193	3074	3083	2314
s_4626	IRX2	1275	3693	4135	588	3404	3549	2342	2296	5259	8178	8686	2871	684	1066	924	1176
s_5628	Non-Targeting Control	1393	4488	4485	758	3361	8977	9291	2744	5772	16791	13781	6181	1060	2060	2894	2018
s_3360	LEF1	2532	6165	6020	1728	11138	8316	8226	9819	7644	17937	13000	8601	1645	3147	2890	3314
s_2239	ZNF12	1771	6578	7167	1206	5284	13550	13115	5112	5072	13468	15803	5160	1190	3546	3001	2760
s_2092	TGFB1	1852	5035	4406	967	4876	12942	8259	5792	5568	12581	17062	3999	877	2362	2253	1508
s_2864	HOXB13	1108	4942	4456	628	2537	6466	3808	2840	3243	7632	11768	4087	1035	1828	1812	1933
s_3077	MYT1L	2686	7418	8715	1399	6349	10588	7626	5834	9059	16354	30865	9388	1486	2889	4973	2455
s_2787	NR2E3	669	2826	1953	472	1897	5303	6414	2172	985	2963	11586	1198	406	2230	1014	1588
s_541	FOXE1	1826	4746	3347	938	4509	8129	7301	3931	4806	6141	10164	3030	765	1717	1993	1623
