sgRNA	Gene	D1_MOI2_High	D1_MOI2_Low_Mid	D1_MOI2_Low	D1_MOI2_Mid_High	D2_MOI2_High	D2_MOI2_Low_Mid	D2_MOI2_Low	D2_MOI2_Mid_High	D1_MOI5_High	D1_MOI5_Low_Mid	D1_MOI5_Low	D1_MOI5_Mid_High	D2_MOI5_High	D2_MOI5_Low_Mid	D2_MOI5_Low	D2_MOI5_Mid_High	D3_MOI2_High	D3_MOI2_Low_Mid	D3_MOI2_Low	D3_MOI2_Mid_High	D4_MOI2_High	D4_MOI2_Low_Mid	D4_MOI2_Low	D4_MOI2_Mid_High	D3_MOI5_High	D3_MOI5_Low_Mid	D3_MOI5_Low	D3_MOI5_Mid_High	D4_MOI5_High	D4_MOI5_Low_Mid	D4_MOI5_Low	D4_MOI5_Mid_High
s_5584	Non-Targeting Control	2051	7561	6744	1201	9677	9329	14048	6153	6057	18489	14687	9316	854	2081	2914	2151	2291	4152	9338	2217	6129	8576	10229	7109	3362	11234	6162	1878	6090	9026	10357	6434
s_1877	SPIB	1067	5002	6104	742	5424	5256	5104	2738	2889	4794	3723	3200	737	2025	2977	1712	4712	5646	13684	4456	2659	5541	8008	5603	3432	12286	5491	1721	2494	3030	3075	2730
s_5234	ETV3L	1577	5620	5706	814	710	6501	2750	4541	6364	9473	19957	6918	705	1656	1281	1809	2729	5340	6547	2762	3367	5979	7354	4266	3316	11380	7703	1752	5328	5779	5269	4798
s_938	HOXD12	753	2123	3146	516	2441	4809	4747	2172	2218	8398	7950	2215	359	1057	1086	907	1392	3815	7488	1691	2248	3905	2926	2567	1833	3218	6091	651	2281	2652	3335	2088
s_4466	NOBOX	1143	4294	2570	719	4348	5677	5782	2845	2302	5447	4968	3282	397	1419	1068	1210	2079	5142	12048	2619	4274	6573	8183	5134	3006	5022	5957	1002	2443	2629	3615	1909
s_2513	TFEB	895	3020	3344	581	4821	5698	6781	4859	3376	7719	2165	3174	664	1019	1040	1293	2093	2998	3670	1854	3453	6335	6113	5069	2546	6969	5465	1524	2719	2160	4272	2024
s_305	DLX6	1863	4390	6310	899	3277	9763	9551	4308	7190	9664	13014	5256	902	1700	2012	1900	4034	13031	15808	5562	5069	7357	12805	5920	8557	10713	6740	2216	4217	5227	6912	4510
s_2595	YBX3	1210	2907	3397	546	4929	7744	5653	3402	4282	10055	13312	5061	663	1822	662	1489	2712	5831	6618	2584	2583	7070	9058	5829	3619	7292	5501	1393	3238	5125	7315	3435
s_5892	Non-Targeting Control	3014	9861	10993	1619	8773	14064	14367	10261	8378	19911	23108	9618	1478	5147	7382	3720	6776	14667	28233	7723	7558	9058	11744	5131	3541	15892	14745	2437	5430	6985	10065	7414
s_5963	Non-Targeting Control	3306	9553	9533	1492	10683	19781	13674	9424	10832	23605	30317	11425	1432	3673	4597	2619	4295	7866	16117	3311	5098	14879	17891	9940	6486	15831	13621	2833	7112	8634	10436	8363
s_4283	ZNF765	2059	6035	6797	1090	4725	9440	8751	3713	4556	14608	13670	5361	895	2522	3161	2654	3301	8204	11785	4103	3740	7230	9855	5291	3977	13068	9692	2489	5377	6498	7425	5799
s_1515	PGR	1277	3614	3928	714	5161	14849	13697	4917	3727	11798	14845	4351	517	1850	1650	1425	1844	3019	8899	2185	2656	4600	5925	3456	2538	8846	12591	1419	3618	4159	6001	4325
s_5600	Non-Targeting Control	1820	5497	4687	1173	5032	13061	12298	5270	8520	16844	21400	7152	1051	2866	4607	2392	3264	10740	19954	3180	4979	10719	14447	8159	3040	8945	5978	1679	5337	6171	6601	6164
s_2132	TP53	2150	5112	5225	1287	6551	8994	12168	6882	5285	10347	12209	4633	828	1138	2009	1594	2419	8499	24233	3195	3533	9141	11115	7003	3685	10128	8315	1678	3722	4580	8899	4109
s_1141	LMX1A	1036	2969	3141	598	2977	7145	8670	3967	7855	8356	4304	5205	515	2101	3083	1103	3607	3800	6552	1857	2283	3714	4416	3014	6037	8232	6319	2020	2520	2928	3513	2625
s_5760	Non-Targeting Control	1831	4016	4735	1035	1782	7551	6305	3157	2923	10890	9519	3790	1220	1997	2598	2434	4909	17855	21630	6183	3636	7804	9339	8292	2885	7583	7581	1703	3616	4164	4449	2830
s_1590	POU4F3	2905	7823	7478	1597	8123	13848	18669	5968	11665	12040	11279	6737	898	3614	4579	2570	3313	6230	11171	4069	5926	10354	14718	9418	5313	16111	9023	2315	4961	7079	9153	5486
s_3683	RBAK	1064	3204	3280	543	5952	5472	5455	7829	3168	7550	9499	2324	785	1827	1965	1730	2684	3969	6318	2073	3017	4913	6737	2998	3325	6536	5566	1346	2235	3498	4000	2871
s_3509	ZNF416	2514	6554	5915	1085	6396	10872	9602	6254	6375	8222	16387	4116	919	2473	2562	2189	2021	5199	10600	2703	4746	10803	10350	7780	2805	7965	5450	1680	4770	4874	4624	4018
s_3377	ZNF771	2547	7337	4363	1505	8497	11332	8541	5468	6297	16269	22243	7989	1191	2844	2590	2521	4974	6922	16384	4991	5652	9461	13039	6407	3284	15263	10945	2180	5099	5198	5516	4768
s_3512	ZNF416	1390	3998	4606	767	4404	5043	5413	3251	3993	8311	9380	4118	675	1893	1337	1050	3571	6231	8203	4739	3046	6582	9776	3902	3524	8278	6730	1451	2742	3029	4700	2897
s_2636	PHOX2B	3405	11057	11279	2038	12644	20367	28696	9180	19849	42913	81094	27059	2676	6185	6654	5779	5834	13877	24992	6683	9928	15230	25928	8972	6140	21883	19276	3513	7337	11151	13800	8384
s_1759	CCL4	1073	2871	3891	730	3128	2968	1996	1608	3451	4264	5752	2683	554	2469	1382	1936	1762	2681	2191	1304	1953	3612	5661	4367	2489	7344	4375	1187	2850	3999	4313	2676
s_5887	Non-Targeting Control	2044	6048	9873	1137	7677	11657	15677	6815	5422	14818	14273	6785	767	2454	1370	1550	4705	9173	16116	4635	4884	10063	9579	7221	4072	16252	9218	2517	7468	10655	10286	6606
s_5288	ANHX	1233	3649	3888	709	4679	5260	7538	3875	3709	10944	15885	4697	832	1427	2386	1331	2335	6069	11629	4073	3062	6747	6963	4427	2453	9993	6328	1766	3647	2989	4009	3566
s_707	HLA-C	972	3632	3691	676	3149	5410	2881	2406	10057	9428	16973	8392	729	1950	2760	2233	2137	9006	10335	3509	2692	5963	6051	2543	2535	8145	7900	1271	2447	3154	4555	2903
s_3645	EBF4	2779	9075	7776	1589	6888	13123	19542	6413	6704	15482	22864	8023	1304	3050	3389	2868	3410	8499	19035	3557	6651	10751	13613	9907	3046	10828	8288	1721	7549	7912	9587	5959
s_2791	ZBTB33	1506	5331	6684	1019	6306	9949	10870	4907	3126	8108	12810	4077	558	1289	2635	1541	3865	8812	12242	3996	4980	6791	8379	3658	3955	10523	6834	1965	3402	4173	6629	3775
s_3353	ZNF580	904	3714	4226	627	4223	6826	3888	2964	4120	11028	7934	3938	640	1546	2373	1072	3024	6215	8010	2764	2653	6547	6815	5224	4395	9554	5856	2534	3427	4152	6284	4056
s_1624	PRKRIR	2857	7865	8538	1772	11091	12345	10028	8694	10009	24504	29891	10479	2253	4596	4570	4921	5063	8561	22427	4485	7048	15377	19388	10645	8375	19013	14093	4043	8787	9323	13755	7763
s_1182	SMAD5	1490	4920	3585	872	7885	9900	9613	3531	4592	9448	10830	6043	776	2126	1335	1691	2973	6056	7242	3868	5123	7496	8195	6089	2307	9221	6667	1504	4046	5646	4898	4632
s_5943	Non-Targeting Control	2258	5238	5142	1154	5671	14957	16094	7940	6408	11659	11534	6472	1005	3150	3337	2761	4731	8358	15227	4211	3830	11615	11710	6007	4480	11808	9078	2346	5173	6845	7883	7050
s_1391	NFKBIL1	1665	4351	3516	872	8218	8839	8825	4564	6780	10305	14585	4365	1160	2869	3763	1956	3721	6872	10608	3584	4824	5469	8291	5311	2961	7110	2885	1572	3797	4133	5344	3631
s_4180	ZNF587	1729	4554	4041	911	8854	9553	8660	5612	5030	17088	23910	8774	795	1933	3421	1950	5984	10566	17165	3817	4309	8183	10245	5230	4083	11344	8943	2131	4710	5368	8794	5204
s_5817	Non-Targeting Control	1776	6750	4454	1179	3989	9704	12165	7366	5142	13037	24523	7130	742	3224	3095	3000	3770	6680	14033	2466	3554	7521	11105	6582	4242	14465	10043	2482	3670	7934	6649	5695
s_5351	ZNF705G	854	1167	1896	367	3422	2986	2523	1952	2362	4275	5772	2475	302	660	301	455	913	3086	3113	1367	2105	2180	2567	1824	1899	5295	8484	676	2655	2263	1488	2975
s_4059	MXD3	1911	5862	5720	1102	5706	7719	6904	4029	3063	11242	3267	3632	712	1453	1243	1289	3877	4317	6781	3514	3214	8426	8756	3784	2952	6600	3042	1236	3296	4576	4642	4130
s_2847	IRF9	1376	3382	2495	873	3648	9115	6763	4508	2856	6388	12973	2522	1218	1496	1099	2041	2884	4541	14223	2722	3108	7777	7347	5996	2912	6414	5786	1582	2590	3534	3871	3153
s_5594	Non-Targeting Control	2019	8944	6648	1187	6980	10237	8701	6384	7358	20478	25290	6718	1710	4753	4748	3659	4043	8053	10696	4217	4795	11749	15316	7592	3489	9156	8113	1767	6503	6739	7315	7449
s_3302	VSX1	1652	3613	4839	1113	6953	9193	12115	5030	3973	9569	10830	6050	748	1155	1056	1313	3002	8776	15224	3498	4467	10543	13752	6075	2951	8602	6040	1720	3521	7721	6270	5189
s_4572	ZNF565	1895	4960	3685	1031	6497	10538	5036	6460	1987	9615	9710	2028	1352	1462	734	1644	3290	5301	9718	4239	3518	6495	9353	5938	2663	10116	7514	1301	2971	3142	6222	3061
s_3339	ZBTB7B	1725	6619	5073	1033	4052	3499	5023	1796	7257	13921	7096	4228	920	2059	2313	1692	2088	3236	7362	1447	2025	6106	8150	3049	2344	9440	6681	1207	3303	5278	5928	4103
s_5624	Non-Targeting Control	2884	6481	6760	1336	7478	14054	14377	7404	5368	16272	11027	9617	1203	1467	2123	2401	6032	9237	15772	5844	3514	8861	9660	4509	3627	14954	11639	2028	4319	5623	12131	5758
s_2278	ZNF28	1004	3078	2073	504	3360	6344	6142	3772	4145	11380	13052	3769	593	2440	2484	1823	1813	4124	6843	2228	2427	2960	6187	4228	2915	4214	2383	874	2797	2839	3177	3803
s_5422	Non-Targeting Control	1947	6365	6331	1195	7131	16398	16547	8080	5532	10542	21800	6345	859	1525	2366	1914	6083	10045	14521	6453	6789	10890	13902	7978	4394	15130	11759	2785	5834	7727	9416	6155
s_4745	ZNF596	2627	9319	8949	1706	8074	21245	18355	8372	9877	26566	28449	11400	3228	3691	6933	4782	5173	11141	23970	4770	6815	11662	20556	8061	6363	14619	11012	2275	7313	10592	11557	10549
s_1952	TBX1	681	2554	2356	585	2681	3368	3945	2605	4056	8418	5020	3351	359	793	450	710	1224	3625	7776	1669	2823	3929	4370	2227	1318	4077	2133	718	2517	3299	4512	2796
s_1450	SIX6	1885	6081	8878	1243	5380	13007	13464	5353	9710	13732	27392	7245	939	1415	2160	1738	4230	6784	10561	3415	4016	7705	9139	4370	5558	17194	10276	3079	4823	4633	5818	4999
s_2198	ZFY	3288	5344	5381	1788	10166	38131	23063	14502	7353	14988	16646	8171	1160	3116	2342	2554	3149	10440	15654	4111	5166	8723	12876	8677	2950	12305	6883	1747	4835	6882	6142	5707
s_1346	NFATC3	2196	4760	5030	1073	9140	13536	14926	7983	7668	10964	14650	6387	1807	2987	2880	2940	3736	6636	17386	3411	6793	8830	10109	11830	3262	12627	10140	1995	4711	4965	5279	4518
s_1031	IL7R	1831	3641	3701	827	4086	9366	6389	6164	3920	9604	15968	4900	674	2708	2883	2144	3752	5091	11252	3989	5344	5620	9911	6273	2745	7827	6497	1556	3299	5515	5402	5192
s_5696	Non-Targeting Control	3251	9958	10309	1830	11935	16197	17226	11248	8204	25527	31360	10371	1363	4304	3542	3304	4668	9068	23982	3740	5938	10923	18163	5943	5140	20171	15906	3371	5370	7990	9597	6284
s_1029	IL7R	2654	6671	6084	1421	12690	12121	10658	8155	5087	15334	19243	6436	1143	3374	3125	2679	4038	7777	25535	3994	7697	13444	16637	7578	4590	13282	10603	2724	6973	8467	11979	6312
s_2322	ZNF75D	1624	4464	6755	868	6013	10422	10215	4570	2818	7171	7632	3179	824	1340	1779	1444	3104	6224	10863	2023	2270	7101	20777	5408	2918	8248	8955	1281	3699	4211	5667	4609
s_1285	MYBL1	2127	7593	7214	1651	7143	13386	20264	7038	6312	16731	17343	6073	1107	3186	3639	2241	3388	9951	23908	4400	5549	9765	16566	8262	4608	10672	9667	1667	6049	7211	9132	5991
s_3995	ZNF614	2593	6834	6288	1462	12156	17089	26958	9474	6605	14355	21516	7002	1286	3481	3503	2434	3970	6956	14404	3915	6795	14988	16025	9566	6022	10718	6591	2939	5439	7467	8353	7900
s_2883	AGPAT1	1843	5131	4589	1066	7117	5120	4861	4007	4817	12307	10800	5859	1286	2008	1908	2470	4110	7168	12485	3746	4715	7602	9553	5593	3643	10994	7937	1950	4075	4435	7998	4609
s_3883	ZSCAN5A	1925	4805	5657	976	9303	8795	4843	5599	4600	15241	16663	6351	892	2316	1953	1976	3643	5380	8790	3315	3242	7937	10833	5971	3793	10695	6905	1913	4228	7391	6794	6291
s_754	HMX2	1968	6738	5079	1165	2298	6929	5869	4081	7105	11720	19645	5027	1500	3288	2057	3212	4476	8591	12406	4542	5335	6272	9723	4282	5143	12342	8087	2077	4380	6074	6790	5691
s_4381	SPIC	1490	6404	5459	969	4675	10199	12765	3376	3504	8388	20886	6258	720	1874	2671	1542	3352	7754	12940	3550	4450	9470	10038	5584	3039	8614	9973	1710	6651	7163	9008	7270
s_3283	ICOS	1833	5991	4292	1006	7485	8067	9452	4182	3817	13324	16730	5068	714	2372	2632	1654	3238	4377	6473	3436	3561	6915	9776	5318	3437	6943	5003	1196	4284	4758	5678	4535
s_3566	BTNL2	1196	3816	3528	727	4149	7214	3560	6926	3609	5748	2112	4482	716	1516	2043	1843	2981	6176	13049	3734	2361	4840	6040	3403	3066	7114	7711	1856	3328	4258	3626	4191
s_371	ELF1	2044	6388	5558	1214	4782	10862	10459	5967	7460	14069	22008	8116	944	2615	2438	2194	4010	9453	22429	4176	4769	7548	10782	6000	4123	14609	12913	2508	7811	7478	7542	6049
s_855	HOXB5	1722	5590	4333	848	8246	8398	8352	5898	2747	8647	11290	6131	767	1849	1778	2167	2322	5218	8031	1625	4718	8027	9161	5549	2724	8924	7275	930	4138	3011	4735	4283
s_5181	ZNF793	1319	6821	4023	1638	3351	6908	5886	4174	3360	9046	11874	3207	841	1769	1296	1815	2722	5271	9985	2114	4083	6527	8465	3811	4118	11432	6756	1761	3752	6034	5855	4666
s_3755	PKNOX2	1787	5210	4701	1064	4045	8503	7162	4025	6718	13725	15877	5987	1172	2133	4340	2240	3930	7631	13381	5325	3822	8399	10453	6912	3577	9001	7130	1930	3787	6846	4858	3905
s_4233	MED30	1100	3635	1985	809	6549	2240	4122	3108	2963	5100	4718	3917	479	1156	1040	1012	2353	4623	4129	2715	2951	6305	6817	5698	2118	4937	2881	1325	3499	2802	2083	2591
s_4726	TIGD2	2840	8211	8140	1405	10735	14715	12429	9009	7319	19078	26208	8750	1209	3718	5011	2866	5228	11839	20766	6596	5372	11549	17582	9557	6339	25300	15220	4185	6917	8840	9900	6749
s_523	FOXI1	1928	5639	3821	1001	7032	9272	7177	5155	4504	3011	5768	3092	766	1043	1598	1172	1470	3343	9307	1182	3015	6044	8854	3615	3102	7943	4462	1405	2809	2810	2963	1928
s_3296	RAX	1834	3944	3829	866	3266	8135	2929	4042	5396	10268	10138	3939	979	1613	2508	1430	5015	2527	6254	2753	3897	7418	9405	3751	2131	5430	5490	764	3340	2794	4053	2882
s_181	CEBPD	1468	4823	3948	816	4484	6705	7715	6115	2654	11152	7379	2000	787	2405	2959	1565	2877	7809	9829	2981	4338	5757	8912	4232	3213	8895	8419	1451	3958	6336	5360	5377
s_4713	ZNF100	1727	5204	5577	1116	4757	7986	9379	4527	4630	11703	13996	5408	782	2022	2897	1643	3139	4436	9496	3744	3455	5682	6740	2272	2073	8026	10220	1665	4069	3735	5654	3158
s_2603	BHLHE40	2158	3186	2096	815	7581	8006	5694	4253	3140	7608	8218	3227	556	1676	2066	1442	6857	4753	6598	3369	4142	5914	8125	5881	3978	10527	7693	2002	2846	3098	3565	2903
s_174	CEBPA	1826	5301	6202	915	5334	10675	12292	5156	5169	13787	13275	5895	626	1559	1660	1489	4435	4992	7461	2539	6401	10407	11562	7253	5080	10511	6056	2412	6343	4947	4359	5350
s_4642	ZNF483	1643	4673	5195	947	3495	7022	3217	2802	4491	16464	22828	7866	838	2548	2803	2643	2944	4499	8519	3177	3954	9680	14077	8820	3504	8556	7127	1780	4401	6255	8340	5126
s_4203	HSFY1	2424	4745	4158	1073	8130	10117	11453	4452	5579	9254	11928	5079	1085	915	1494	2060	3491	8012	13332	2861	4527	6927	7640	5914	3942	13346	11211	2011	4520	6079	6349	6290
s_3358	LEF1	1376	4748	6218	856	7455	5083	5035	4922	3555	13665	23365	4037	598	1401	1260	1763	2942	3797	7985	2202	4332	5478	8667	6205	3692	9984	8641	1527	5449	3818	4678	4023
s_1114	ISL1	1916	4516	3645	946	6135	5073	4796	4382	4473	6750	11967	3697	840	1476	1651	1229	2285	5007	11452	1948	4075	5790	8309	4267	2887	9144	5990	1500	3281	3611	4400	3534
s_290	DLX2	1413	4784	4772	830	5927	7746	6689	5454	4711	9223	11000	4467	770	1706	2355	1570	3256	6459	10467	2493	2750	8522	8953	5442	2128	6698	6415	1134	2141	4531	5383	2385
s_1864	SP2	1498	3681	3875	707	2106	7607	4480	3013	3496	7097	1973	2522	391	1566	1629	1123	4670	6553	10824	3234	3079	4652	7547	3901	3146	6101	3976	1319	5556	5394	7090	3770
s_2280	ZNF28	3260	8903	10990	1964	10520	22855	26204	11568	9385	20994	22073	9736	1490	3622	5416	3001	5805	11462	26908	5555	7283	14712	17890	8007	7257	20244	15303	3293	8270	8410	11684	8572
s_3908	BHLHE41	1633	4356	3638	799	7592	13230	11113	5321	2435	5107	6303	2453	496	2734	2113	1526	1626	5420	17248	2106	3486	6484	6703	5252	1964	5280	5352	781	2182	1942	1920	2721
s_779	ONECUT1	1128	3887	3091	791	3608	6029	5986	3105	5638	10179	13007	4735	781	2364	2110	1715	3691	11886	15764	3108	2860	7955	9842	3694	2806	3819	4528	968	3725	5580	4319	4016
s_2763	ARNT2	1324	2979	2792	572	2313	6180	5260	3360	1726	3767	2127	3259	271	920	1391	1171	3410	7064	10999	3010	3402	6674	5490	5422	1752	5237	2609	816	2850	1795	2773	2005
s_892	HOXC9	2217	4857	4640	1141	8989	7307	4214	4292	2177	7209	9277	3262	492	1866	2290	1982	3294	5310	10935	2522	2495	6638	7396	7629	2527	9541	5653	1413	3937	4038	5302	4982
s_4884	ZNF718	2256	6345	4884	1198	7745	18371	12863	7303	5234	7429	8039	4037	940	2061	2737	2059	4020	7599	16336	3768	4044	6419	10970	6595	4302	9245	5711	1775	3838	4932	6637	3867
s_1600	POU5F1B	1220	2902	1993	744	3956	3989	6082	3167	5455	5128	3402	3585	673	1216	1119	1006	2107	2048	4931	1486	1500	4616	5456	2381	1213	2816	1431	854	2385	1856	1812	1883
s_2782	NR1D2	1047	3681	3380	615	5779	5382	6537	3175	2980	6896	6676	3394	1083	1132	1126	1600	1810	3462	9636	2306	3245	8642	7818	5859	4084	6392	6605	1279	3095	2844	4657	3533
s_5620	Non-Targeting Control	1466	4913	4863	768	3309	10344	8734	3886	7593	11897	8968	6600	777	1925	2234	1754	2287	4661	10428	2615	3166	7667	10779	6503	3153	9398	7014	1807	3250	4467	6124	4800
s_673	GZMB	1818	3739	4070	755	3979	7934	6231	2535	4682	12099	19369	5441	713	2232	2489	1469	1841	6067	13742	1842	3346	3587	6377	3556	1783	4863	3511	1204	1693	2547	5753	1967
s_5955	Non-Targeting Control	2500	5930	6375	1218	8732	11424	10474	4989	5697	21870	14624	7266	1964	5492	3721	4438	3711	11206	17171	4736	7071	11087	14545	7786	5251	10670	12717	2134	6848	9794	7632	6011
s_4785	ZNF627	2045	5339	7198	1100	5910	11724	11345	4350	7309	14556	19252	6535	1104	2974	2676	2929	3436	8807	16227	4628	3915	6968	10314	4525	5826	17413	12968	2850	7062	7424	8729	5606
s_2119	NR2E1	2598	8766	8967	1659	6745	18636	14853	9997	10696	24795	22750	11518	1473	4168	3947	4467	4872	9592	12966	4871	6654	11458	16398	9917	9083	14633	16089	3563	6943	5421	9284	5982
s_1231	MEOX1	1219	2552	2519	553	6843	6703	5058	3078	2026	7881	3247	2368	853	1361	1003	1287	1884	3512	9110	2044	2533	4819	6635	2482	2962	9808	5697	1322	2532	2619	3695	2776
s_4968	ZNF852	2121	6177	4277	984	4397	10407	6510	4303	7325	10765	6584	4765	711	2784	4222	1851	2005	5645	8401	2178	3670	7456	8632	4192	2823	7573	7228	1230	5253	5791	4588	6522
s_5009	ZNF260	2544	8514	10593	1563	6212	14267	21570	7730	9312	20823	29679	8339	1605	3583	5793	3333	4520	10370	17663	4485	5491	12933	12718	8472	6149	14894	14137	2791	7192	8644	12772	7848
s_2134	TP73	2384	4903	3262	1444	7417	15805	9813	11889	6029	8586	4803	4576	617	3481	3127	2841	4015	7211	16601	3306	3081	10529	11388	6019	4374	11044	7777	1546	4329	6683	5782	5754
s_1735	SALL2	1145	4708	3581	770	2506	5181	7758	1911	3038	6486	10165	4218	708	1404	855	1679	2023	2549	6010	1164	3333	5103	6745	4666	1735	5919	2887	1370	3159	3752	3651	3002
s_5356	FOXO6	1235	2010	1959	693	3194	10170	9466	4359	2470	6591	8903	2851	532	1230	838	1277	2264	5471	10673	2402	2400	5272	5576	3078	1203	4736	4300	796	1338	2897	3291	1265
s_2525	ZNF212	2175	4375	4270	989	8618	9469	8101	6537	4613	8127	7556	3513	1111	2297	2641	2096	2726	3560	4551	2565	3596	6426	8927	4347	4704	16333	9773	3110	3535	3310	3577	3680
s_2697	ZNF264	1818	5841	6103	1071	6991	12051	12822	4793	4465	9890	13889	6082	708	3239	4375	2442	3895	8313	12497	3182	4228	9263	10272	8508	3317	8354	4219	1283	3319	5920	5009	4658
s_2228	ZNF7	3782	11921	12196	2398	15840	27897	19896	10240	14245	24651	49961	9666	2226	4365	6273	4446	7693	14177	29027	5889	9689	15773	20978	13142	9249	23570	19026	4860	10958	15587	15563	11992
s_3071	KLRK1	2192	6573	8655	1401	11293	18924	16323	8256	6070	11888	14105	10200	1012	2875	3530	1899	3855	8470	14643	3713	4306	10643	13297	7058	4256	12973	9370	1786	4049	6634	7911	5113
s_4753	ZNF883	1316	3900	4924	888	4869	9987	7691	4997	4092	8100	15053	3757	1017	1853	3125	1773	5380	6653	6996	3625	5124	9614	10677	7360	3079	10726	8997	1914	5721	5250	4904	6566
s_781	HNRNPK	1534	2458	2473	509	3974	4392	4672	3142	2652	3798	1701	1438	389	1102	1059	1345	2266	2529	5064	2240	2396	2731	4265	2297	3698	6306	3908	1034	3090	2228	3682	2159
s_4664	ZNF519	2031	5334	5252	1160	6741	14619	11842	7589	3916	9271	9407	3934	1739	2614	4620	2207	4615	6356	12406	3312	5484	8868	13242	4457	4888	9381	7207	2042	4097	4588	4229	4458
s_2427	ZNF177	1622	4148	4209	828	6592	11174	12816	6615	3890	15632	6817	4374	693	2022	3262	1793	3130	5318	12420	3161	4379	5419	8935	3148	2048	7194	5479	1387	3407	3509	5404	3421
s_3065	ZBTB1	1839	4746	3576	1028	4570	6686	14655	5149	8433	23219	32526	10489	955	2594	2025	2569	4155	3681	9247	2562	4837	8876	8017	3426	5198	12859	8320	1769	4166	4112	6152	4223
s_2230	ZNF8	1936	5776	5017	1071	5735	16466	13877	6889	5794	14091	16094	7708	745	1536	1684	1599	3425	4391	7810	2004	5398	8309	9778	8221	3469	11759	7185	2038	3190	5276	6550	4318
s_3781	NEUROD6	2733	7969	8593	1552	11170	15471	15920	7755	7294	27380	27937	7527	2000	4121	4674	3578	4557	11150	19029	5584	7287	11911	21215	9118	5123	13100	10595	2649	6105	6642	7658	6337
s_2370	ZNF134	1923	4568	5370	961	5965	9092	12419	6581	8823	22653	39529	9890	1373	2972	2267	2487	2455	7873	11260	2935	4200	8966	12372	5589	3314	14832	12561	1792	5152	7768	8272	6004
s_3016	KLF12	1490	5200	5153	983	5340	12450	12386	6365	6411	9720	4379	3561	1005	3070	2308	3032	2443	7446	7998	3734	3990	10217	11877	8896	3873	7425	5530	1901	4259	6015	6343	6494
s_4537	ZNF480	3248	11388	11049	1886	8799	13310	14960	7816	13510	28600	38270	15253	2759	4112	4347	4721	7267	17333	31578	7200	9285	16154	19023	12877	5944	20482	19697	2822	7708	10939	12288	10370
s_2311	ZNF45	2383	3378	3715	847	7126	7636	9538	4833	3078	6699	10396	3943	488	995	799	1311	1310	4406	9426	1102	1901	7173	9623	5059	1902	4867	4393	854	2485	2873	4413	2589
s_1827	SOX3	766	1813	2296	594	2326	4753	3821	1983	3916	4426	4607	4388	338	1133	1645	1016	1909	5597	8042	2285	1148	3784	5095	2831	2382	9284	5758	1187	1959	2485	4442	2443
s_1149	LTA	2343	5197	4513	1090	5895	14920	10390	10383	9230	15769	31459	7390	1187	2694	2459	2686	3332	7819	15989	4057	4885	6849	11033	6525	3627	9961	9099	2018	4318	6892	4327	4361
s_3202	NKX2-8	931	2422	2675	429	2209	3030	1543	1311	3594	4869	1602	1581	306	1113	1948	1090	1024	4819	4254	2554	3322	4521	5191	4541	1228	4410	4184	700	2560	2246	4437	2083
s_1575	POU3F2	1249	3688	3600	698	4453	8798	9340	2890	3626	7198	14134	5055	543	1947	2052	1603	1926	5677	7802	1897	3250	4814	4714	3125	3598	5700	4736	1750	3224	2862	5249	3051
s_5446	Non-Targeting Control	2343	7733	6873	1372	9252	20084	18035	10127	6379	15363	20414	8322	1036	2063	3490	2017	5535	9739	17756	5336	5507	12557	19490	9196	4048	12464	6604	2137	4629	8215	14638	5241
s_1176	SMAD3	1113	3612	3420	551	4232	5388	8626	3761	2553	4838	7473	2837	696	1374	2018	1275	2121	2649	3916	1289	2673	4217	3825	2849	2414	6679	11734	1327	2584	2801	3391	2995
s_2307	MZF1	2349	6330	4895	1250	9685	14179	12418	7639	4079	11866	14286	5454	1234	2720	2666	2416	3620	8392	11612	4549	5150	8517	12676	5076	4222	12914	9980	2175	4913	7763	8687	6097
s_687	HIF1A	2025	5723	5794	995	3716	6461	2305	3303	5134	14165	13874	5695	1007	1579	2557	1208	2687	3719	8048	2295	3727	8009	9962	7711	3639	9477	6173	1916	11474	3987	6405	3170
s_4523	ZSCAN29	2010	6481	5278	1113	6965	11661	11528	6873	4579	12018	30091	6381	1216	2007	2931	2342	2727	6309	10528	3176	3518	5081	10170	5253	6188	13899	9356	2396	4511	5614	6340	5222
s_4081	MIXL1	1233	4380	4308	830	2693	8564	9691	3454	4823	10051	19626	4895	869	1777	2379	1621	2091	5010	9269	2611	5473	8153	9627	5988	2518	5821	6767	766	3831	5620	3862	5216
s_2666	GCM2	1468	4037	3278	745	4615	8700	9226	5014	4857	6077	1220	4921	931	1934	3246	1238	1818	3291	9026	2157	3936	5368	7742	3151	15640	24475	14605	5887	5031	4752	4683	4326
